,PV Current,PV Voltage,PV Energy,clusters_pred
730,55.9,101.5,0.0,1
731,56.7,81.0,0.0,0
732,57.4,110.4,0.0,0
733,57.9,119.6,100.0,0
734,58.4,121.7,100.0,0
735,58.6,127.2,100.0,0
736,58.8,147.9,100.0,0
737,58.8,143.1,100.0,0
738,58.9,158.1,200.0,0
739,59.0,183.3,200.0,0
740,59.2,200.5,200.0,0
741,59.5,164.8,300.0,0
742,59.8,174.6,300.0,0
743,60.2,187.9,300.0,0
744,61.1,39.9,0.0,0
745,60.9,45.2,0.0,0
746,60.7,22.7,0.0,0
747,60.6,35.9,0.0,0
748,60.3,23.2,0.0,0
749,60.0,12.9,0.0,0
750,59.8,17.3,0.0,0
751,59.5,14.3,0.0,0
752,59.3,0.9,0.0,0
753,59.2,7.8,0.0,0
754,3.8,0.0,0.0,1
755,3.9,0.0,0.0,1
756,4.0,0.0,0.0,1
757,4.0,0.0,0.0,1
758,4.2,0.0,0.0,1
759,13.2,41.6,0.0,1
760,27.9,40.8,0.0,1
761,37.7,42.3,0.0,1
762,44.4,52.9,0.0,1
763,49.0,77.3,0.0,1
764,52.0,90.6,0.0,1
765,54.2,86.9,0.0,1
766,55.7,108.7,0.0,1
767,56.7,99.4,100.0,0
768,57.3,131.3,100.0,0
769,58.0,176.5,100.0,0
770,58.6,256.7,100.0,0
771,58.9,208.4,200.0,0
772,59.2,204.5,200.0,0
773,59.5,174.7,200.0,0
774,59.6,138.9,300.0,0
775,60.0,298.6,300.0,0
776,60.5,250.4,300.0,0
777,61.0,59.6,0.0,0
778,60.8,22.6,0.0,0
779,60.6,50.7,0.0,0
780,60.2,16.2,0.0,0
781,59.9,45.9,0.0,0
782,59.8,24.5,0.0,0
783,59.7,15.5,0.0,0
784,52.8,0.0,0.0,1
785,0.0,0.0,0.0,1
786,4.5,0.0,0.0,1
787,4.5,0.0,0.0,1
788,5.2,17.9,0.0,1
789,22.7,26.8,0.0,1
790,34.3,65.6,0.0,1
791,42.2,63.6,0.0,1
792,47.6,68.2,0.0,1
793,51.2,65.3,0.0,1
794,53.6,83.3,0.0,1
795,55.4,87.2,0.0,1
796,56.7,122.9,0.0,0
797,57.5,121.2,100.0,0
798,58.4,215.7,100.0,0
799,58.8,156.1,100.0,0
800,59.0,156.5,100.0,0
801,59.2,185.4,200.0,0
802,59.7,228.9,200.0,0
803,60.2,218.8,200.0,0
804,60.6,201.8,300.0,0
805,60.8,295.5,300.0,0
806,60.9,166.1,300.0,0
807,60.7,87.4,0.0,0
808,60.5,28.8,0.0,0
809,60.3,38.7,0.0,0
810,60.2,43.2,0.0,0
811,60.2,18.7,0.0,0
812,60.1,12.8,0.0,0
813,59.8,7.1,0.0,0
814,59.7,27.6,0.0,0
815,59.8,32.9,0.0,0
816,59.7,6.6,0.0,0
817,0.0,0.0,0.0,1
818,4.8,0.0,0.0,1
819,4.9,0.0,0.0,1
820,5.2,0.0,0.0,1
821,22.7,29.4,0.0,1
822,34.4,50.2,0.0,1
823,42.3,56.1,0.0,1
824,47.7,59.0,0.0,1
825,51.3,56.2,0.0,1
826,53.9,73.1,0.0,1
827,55.5,105.5,0.0,1
828,56.7,175.4,0.0,0
829,57.8,154.2,100.0,0
830,58.4,124.9,100.0,0
831,58.6,139.1,100.0,0
832,59.1,203.0,100.0,0
833,59.7,175.7,200.0,0
834,59.9,249.3,200.0,0
835,60.2,255.2,200.0,0
836,60.4,232.9,300.0,0
837,60.5,23.2,300.0,0
838,60.6,250.4,300.0,0
839,38.291000000000025,51.53899999999999,0.0,1
840,40.512,50.823,0.0,1
841,39.673,52.82200000000002,0.0,1
842,39.41499999999999,52.682000000000016,0.0,1
843,30.867999999999984,61.96899999999997,0.0,1
844,30.525999999999986,62.19099999999993,0.0,1
845,25.307999999999968,57.53,0.0,1
846,23.919999999999966,62.66099999999993,0.0,1
847,26.475999999999967,65.31299999999992,0.0,1
848,34.962999999999944,63.81800000000004,0.0,1
849,38.557999999999936,59.23500000000003,0.0,1
850,41.45999999999993,60.942000000000064,0.0,1
851,41.19499999999993,60.10100000000007,0.0,1
852,41.614999999999924,61.90900000000008,0.0,1
853,40.02399999999994,59.69100000000007,0.0,1
854,40.205999999999946,58.64900000000005,0.0,1
855,39.63299999999995,60.09200000000007,0.0,1
856,34.537000000000056,65.43300000000009,0.0,1
857,34.379000000000055,65.5630000000001,0.0,1
858,34.379000000000055,65.5630000000001,0.0,1
