,PV Current,PV Voltage,PV Energy,clusters_pred
2082,49.424000000000035,90.17400000000004,0.0,1
2083,49.64400000000005,91.42600000000002,0.0,1
2084,49.70600000000007,91.417,0.0,1
2085,49.62800000000005,91.41600000000004,0.0,1
2086,49.636000000000045,91.42200000000001,0.0,1
2087,49.636000000000045,91.42000000000002,0.0,1
2088,49.918000000000035,92.46000000000002,0.0,1
2089,49.696000000000076,91.72,0.0,1
2090,49.64400000000005,91.42200000000001,0.0,1
2091,49.70400000000008,91.72,0.0,1
2092,49.64400000000005,91.42400000000002,0.0,1
2093,49.424000000000035,90.17400000000004,0.0,1
2094,49.696000000000076,91.72,0.0,1
2095,49.636000000000045,91.42000000000002,0.0,1
2096,49.636000000000045,91.42200000000001,0.0,1
2097,49.636000000000045,91.42000000000002,0.0,1
2098,49.65200000000005,91.42600000000002,0.0,1
2099,49.640000000000065,91.41200000000002,0.0,1
2100,49.624000000000066,91.56200000000004,0.0,1
2101,49.80200000000002,84.41000000000005,0.0,1
2102,49.70400000000008,91.72,0.0,1
2103,49.65200000000005,91.42600000000002,0.0,1
2104,49.64400000000005,91.42600000000002,0.0,1
2105,49.40000000000005,90.16800000000003,0.0,1
2106,49.65200000000005,91.428,0.0,1
2107,49.70400000000008,91.72,0.0,1
2108,49.66800000000006,91.73200000000001,0.0,1
2109,49.66800000000006,91.734,0.0,1
2110,49.64400000000005,91.42400000000002,0.0,1
2111,49.64400000000005,91.42400000000002,0.0,1
2112,49.636000000000045,91.42000000000002,0.0,1
2113,49.79200000000011,92.348,0.0,1
2114,49.64400000000005,91.42200000000001,0.0,1
2115,49.624000000000066,91.56000000000004,0.0,1
2116,49.676000000000066,91.73600000000002,0.0,1
2117,50.39200000000003,89.536,12.0,1
2118,49.636000000000045,91.41800000000003,0.0,1
2119,49.64400000000005,91.42200000000001,0.0,1
2120,49.424000000000035,90.17400000000004,0.0,1
2121,49.636000000000045,91.41800000000003,0.0,1
2122,49.62800000000005,91.41800000000003,0.0,1
2123,49.636000000000045,91.42000000000002,0.0,1
2124,49.65200000000005,91.42600000000002,0.0,1
2125,49.70400000000008,91.72,0.0,1
2126,49.786000000000016,83.97300000000004,0.0,1
2127,49.800000000000104,92.5,0.0,1
2128,49.64400000000005,91.42400000000002,0.0,1
2129,49.688000000000066,91.72,0.0,1
2130,49.62800000000005,91.41600000000004,0.0,1
2131,49.636000000000045,91.42000000000002,0.0,1
2132,49.636000000000045,91.41800000000003,0.0,1
2133,49.47200000000005,90.03400000000003,0.0,1
2134,49.424000000000035,90.17400000000004,0.0,1
2135,49.47200000000005,90.03400000000003,0.0,1
2136,49.40000000000005,90.16800000000003,0.0,1
2137,49.65200000000005,91.42600000000002,0.0,1
2138,50.17800000000002,86.94400000000002,0.0,1
2139,50.34800000000004,90.154,6.0,1
2140,49.66800000000006,91.73200000000001,0.0,1
2141,49.424000000000035,90.17400000000004,0.0,1
2142,49.62800000000005,91.41600000000004,0.0,1
2143,49.47200000000005,90.03400000000003,0.0,1
2144,49.64400000000005,91.42600000000002,0.0,1
2145,49.63200000000007,91.56200000000004,0.0,1
2146,49.41600000000005,90.02000000000004,0.0,1
2147,49.636000000000045,91.41800000000003,0.0,1
2148,49.640000000000065,91.41200000000002,0.0,1
2149,49.62800000000005,91.41600000000004,0.0,1
2150,49.44000000000005,90.17800000000004,0.0,1
2151,49.64400000000005,91.42400000000002,0.0,1
2152,49.688000000000066,91.72,0.0,1
2153,49.636000000000045,91.42200000000001,0.0,1
2154,49.636000000000045,91.41800000000003,0.0,1
2155,49.40000000000005,90.17000000000004,0.0,1
2156,49.47200000000005,90.03400000000003,0.0,1
2157,49.636000000000045,91.42200000000001,0.0,1
2158,49.64400000000005,91.42600000000002,0.0,1
2159,49.636000000000045,91.41800000000003,0.0,1
2160,49.640000000000065,91.41200000000002,0.0,1
2161,49.636000000000045,91.42000000000002,0.0,1
2162,49.624000000000066,91.56000000000004,0.0,1
2163,49.680000000000064,91.72,0.0,1
2164,49.696000000000076,91.72,0.0,1
2165,50.24200000000002,87.55800000000004,6.0,1
2166,49.64400000000005,91.42400000000002,0.0,1
2167,49.640000000000065,91.41200000000002,0.0,1
2168,49.62800000000005,91.41600000000004,0.0,1
2169,49.64400000000005,91.42400000000002,0.0,1
2170,49.62800000000005,91.41600000000004,0.0,1
2171,49.432000000000045,90.17600000000002,0.0,1
2172,49.65200000000005,91.42600000000002,0.0,1
2173,49.70000000000002,91.99800000000003,0.0,1
2174,49.640000000000065,91.41200000000002,0.0,1
2175,49.41600000000005,90.02000000000004,0.0,1
2176,49.64400000000005,91.42400000000002,0.0,1
2177,49.66800000000006,91.73200000000001,0.0,1
2178,49.40800000000005,90.17000000000004,0.0,1
2179,49.66800000000006,91.734,0.0,1
2180,49.66800000000006,91.734,0.0,1
2181,49.640000000000065,91.41200000000002,0.0,1
2182,49.636000000000045,91.42200000000001,0.0,1
2183,49.664000000000065,91.56400000000002,0.0,1
2184,49.664000000000065,91.56400000000002,0.0,1
2185,49.636000000000045,91.41800000000003,0.0,1
2186,50.07600000000005,92.177,0.0,1
2187,49.65200000000005,91.42600000000002,0.0,1
2188,49.64400000000005,91.42600000000002,0.0,1
2189,49.424000000000035,90.17400000000004,0.0,1
2190,49.640000000000065,91.41200000000002,0.0,1
2191,49.636000000000045,91.41800000000003,0.0,1
2192,49.98000000000005,92.177,0.0,1
2193,49.424000000000035,90.17400000000004,0.0,1
2194,49.62800000000005,91.41800000000003,0.0,1
2195,50.20000000000004,90.26899999999999,0.0,1
2196,49.50800000000001,81.5330000000001,5.0,1
2197,49.636000000000045,91.41800000000003,0.0,1
2198,49.70000000000002,91.99600000000002,0.0,1
2199,49.800000000000104,92.5,0.0,1
2200,49.66800000000006,91.73200000000001,0.0,1
2201,49.636000000000045,91.42000000000002,0.0,1
2202,49.44000000000005,90.17800000000004,0.0,1
2203,49.65200000000005,91.42600000000002,0.0,1
2204,49.78200000000003,92.154,0.0,1
2205,49.44000000000005,90.17800000000004,0.0,1
2206,49.64400000000005,91.42600000000002,0.0,1
2207,49.636000000000045,91.41800000000003,0.0,1
2208,49.384000000000036,90.31400000000002,0.0,1
2209,49.40800000000005,90.17000000000004,0.0,1
2210,49.664000000000065,91.56400000000002,0.0,1
2211,49.636000000000045,91.41800000000003,0.0,1
2212,49.636000000000045,91.41800000000003,0.0,1
2213,49.65200000000005,91.42600000000002,0.0,1
2214,49.680000000000064,91.72,0.0,1
2215,49.636000000000045,91.42200000000001,0.0,1
2216,49.660000000000046,91.58,0.0,1
2217,49.636000000000045,91.42000000000002,0.0,1
2218,49.64400000000005,91.42200000000001,0.0,1
2219,49.73800000000003,92.00400000000002,0.0,1
2220,49.636000000000045,91.42000000000002,0.0,1
2221,49.41600000000005,90.02000000000004,0.0,1
2222,49.640000000000065,91.41200000000002,0.0,1
2223,49.70400000000008,91.72,0.0,1
2224,49.424000000000035,90.17400000000004,0.0,1
2225,50.19600000000002,87.59,0.0,1
2226,49.636000000000045,91.42000000000002,0.0,1
2227,49.64400000000005,91.42200000000001,0.0,1
2228,49.70600000000007,91.417,0.0,1
2229,50.24200000000002,87.57700000000001,6.0,1
2230,49.636000000000045,91.42000000000002,0.0,1
2231,49.04600000000001,78.51600000000012,0.0,1
2232,49.636000000000045,91.42200000000001,0.0,1
2233,49.640000000000065,91.41200000000002,0.0,1
2234,49.636000000000045,91.41800000000003,0.0,1
2235,49.66800000000006,91.734,0.0,1
2236,49.384000000000036,90.31400000000002,0.0,1
2237,49.65200000000005,91.42600000000002,0.0,1
2238,49.64400000000005,91.42400000000002,0.0,1
2239,49.636000000000045,91.42200000000001,0.0,1
2240,49.384000000000036,90.31800000000004,0.0,1
2241,50.26200000000005,91.06200000000001,6.0,1
2242,49.65200000000005,91.428,0.0,1
2243,49.384000000000036,90.31400000000002,0.0,1
2244,49.636000000000045,91.41800000000003,0.0,1
2245,49.640000000000065,91.41200000000002,0.0,1
2246,49.636000000000045,91.41800000000003,0.0,1
2247,49.640000000000065,91.41200000000002,0.0,1
2248,49.636000000000045,91.42200000000001,0.0,1
2249,49.40000000000005,90.17000000000004,0.0,1
2250,49.676000000000066,91.73600000000002,0.0,1
2251,49.624000000000066,91.56000000000004,0.0,1
2252,49.636000000000045,91.42000000000002,0.0,1
2253,49.66800000000006,91.734,0.0,1
2254,49.65200000000005,91.42600000000002,0.0,1
2255,49.424000000000035,90.17400000000004,0.0,1
2256,49.40000000000005,90.16800000000003,0.0,1
2257,49.73800000000003,92.00400000000002,0.0,1
2258,49.65200000000005,91.42600000000002,0.0,1
2259,49.624000000000066,91.56000000000004,0.0,1
2260,49.636000000000045,91.42200000000001,0.0,1
2261,50.20000000000004,90.26899999999999,0.0,1
2262,49.40800000000005,90.17000000000004,0.0,1
2263,49.62800000000005,91.41800000000003,0.0,1
2264,49.82400000000001,84.25800000000005,0.0,1
2265,49.640000000000065,91.41200000000002,0.0,1
2266,49.63200000000007,91.41200000000002,0.0,1
2267,49.83200000000005,92.177,0.0,1
2268,49.62800000000002,82.21500000000006,5.0,1
2269,49.47600000000003,90.46200000000003,0.0,1
2270,49.636000000000045,91.42200000000001,0.0,1
2271,49.624000000000066,91.56200000000004,0.0,1
2272,49.64400000000005,91.42600000000002,0.0,1
2273,49.40000000000005,90.16800000000003,0.0,1
2274,49.47600000000003,90.46200000000003,0.0,1
2275,49.64400000000005,91.42200000000001,0.0,1
2276,49.424000000000035,90.17400000000004,0.0,1
2277,49.636000000000045,91.41800000000003,0.0,1
2278,49.41600000000005,90.02000000000004,0.0,1
2279,49.44000000000005,90.17800000000004,0.0,1
2280,50.23000000000005,89.021,0.0,1
2281,50.20000000000004,89.96499999999996,0.0,1
2282,49.44000000000005,90.17800000000004,0.0,1
2283,50.14400000000003,86.64000000000001,0.0,1
2284,49.696000000000076,91.72,0.0,1
2285,49.432000000000045,90.17600000000002,0.0,1
2286,49.636000000000045,91.42200000000001,0.0,1
2287,49.70400000000008,91.72,0.0,1
2288,49.65200000000005,91.42600000000002,0.0,1
2289,49.636000000000045,91.41800000000003,0.0,1
2290,34.35600000000005,65.4970000000001,0.0,1
2291,49.636000000000045,91.42000000000002,0.0,1
2292,49.636000000000045,91.42200000000001,0.0,1
2293,49.62800000000005,91.41800000000003,0.0,1
2294,49.79200000000011,92.346,0.0,1
2295,49.624000000000066,91.55800000000004,0.0,1
2296,49.40000000000005,90.16800000000003,0.0,1
2297,49.65200000000005,91.42600000000002,0.0,1
2298,50.19600000000002,87.59,0.0,1
2299,49.640000000000065,91.41200000000002,0.0,1
2300,49.696000000000076,91.72,0.0,1
2301,49.44000000000005,90.17800000000004,0.0,1
2302,49.918000000000035,92.462,0.0,1
2303,49.65200000000005,91.42600000000002,0.0,1
2304,49.64400000000005,91.42200000000001,0.0,1
2305,49.64400000000005,91.42600000000002,0.0,1
2306,49.636000000000045,91.41800000000003,0.0,1
2307,49.62800000000005,91.41800000000003,0.0,1
2308,49.44000000000005,90.17800000000004,0.0,1
2309,49.640000000000065,91.41200000000002,0.0,1
2310,49.640000000000065,91.41200000000002,0.0,1
2311,49.65200000000005,91.42600000000002,0.0,1
2312,49.640000000000065,91.41200000000002,0.0,1
2313,49.636000000000045,91.42000000000002,0.0,1
2314,49.696000000000076,91.72,0.0,1
2315,50.40000000000005,89.536,12.0,1
2316,49.68400000000007,91.56700000000001,0.0,1
2317,49.640000000000065,91.41200000000002,0.0,1
2318,50.07600000000005,92.177,0.0,1
2319,49.636000000000045,91.42000000000002,0.0,1
2320,49.64400000000005,91.42600000000002,0.0,1
2321,49.688000000000066,91.72,0.0,1
2322,49.636000000000045,91.41800000000003,0.0,1
2323,49.73800000000003,92.00400000000002,0.0,1
2324,49.636000000000045,91.42200000000001,0.0,1
2325,49.41600000000005,90.02000000000004,0.0,1
2326,49.636000000000045,91.42000000000002,0.0,1
2327,49.41600000000005,90.02000000000004,0.0,1
2328,50.09000000000002,85.79300000000003,0.0,1
2329,49.676000000000066,91.73600000000002,0.0,1
2330,49.636000000000045,91.42200000000001,0.0,1
2331,49.432000000000045,90.17400000000004,0.0,1
2332,49.008,78.21200000000012,0.0,1
2333,50.26200000000005,90.91,6.0,1
2334,49.636000000000045,91.42000000000002,0.0,1
2335,49.392000000000046,90.16800000000003,0.0,1
2336,49.04600000000001,78.51600000000012,0.0,1
2337,49.640000000000065,91.41200000000002,0.0,1
2338,49.636000000000045,91.42200000000001,0.0,1
2339,50.204000000000036,88.04600000000002,0.0,1
2340,49.65200000000005,91.42600000000002,0.0,1
2341,49.67200000000007,91.71600000000002,0.0,1
2342,49.44000000000005,90.18000000000004,0.0,1
2343,49.636000000000045,91.42000000000002,0.0,1
2344,49.696000000000076,91.72,0.0,1
2345,50.39200000000003,89.536,12.0,1
2346,49.432000000000045,90.17400000000004,0.0,1
2347,50.40000000000005,89.555,12.0,1
2348,49.65200000000005,91.428,0.0,1
2349,50.17200000000002,87.60900000000002,0.0,1
2350,50.164000000000016,87.13400000000001,0.0,1
2351,49.62800000000005,91.41800000000003,0.0,1
2352,49.636000000000045,91.42200000000001,0.0,1
2353,49.384000000000036,90.31400000000002,0.0,1
2354,49.696000000000076,91.72,0.0,1
2355,49.64400000000005,91.42400000000002,0.0,1
2356,49.636000000000045,91.42200000000001,0.0,1
2357,49.636000000000045,91.41800000000003,0.0,1
2358,49.636000000000045,91.41800000000003,0.0,1
2359,49.424000000000035,90.17400000000004,0.0,1
2360,49.47200000000005,90.03400000000003,0.0,1
2361,49.41600000000005,90.02000000000004,0.0,1
2362,49.65200000000005,91.428,0.0,1
2363,49.664000000000065,91.56400000000002,0.0,1
2364,50.13200000000002,86.81100000000002,0.0,1
2365,49.392000000000046,90.16800000000003,0.0,1
2366,49.65200000000005,91.428,0.0,1
2367,49.64400000000005,91.42400000000002,0.0,1
2368,49.696000000000076,91.72,0.0,1
2369,49.64400000000005,91.42600000000002,0.0,1
2370,49.79200000000011,92.346,0.0,1
2371,49.62800000000005,91.41600000000004,0.0,1
2372,50.20600000000004,89.946,0.0,1
2373,49.62800000000005,91.41600000000004,0.0,1
2374,49.636000000000045,91.42200000000001,0.0,1
2375,49.432000000000045,90.17400000000004,0.0,1
2376,49.384000000000036,90.31400000000002,0.0,1
2377,49.688000000000066,91.72,0.0,1
2378,49.636000000000045,91.41800000000003,0.0,1
2379,49.918000000000035,92.462,0.0,1
2380,49.63200000000007,91.41200000000002,0.0,1
2381,49.70600000000007,91.56900000000002,0.0,1
2382,49.47200000000005,90.03400000000003,0.0,1
2383,49.636000000000045,91.41800000000003,0.0,1
2384,49.66800000000006,91.73200000000001,0.0,1
2385,49.65200000000005,91.42600000000002,0.0,1
2386,49.636000000000045,91.42000000000002,0.0,1
2387,49.64400000000005,91.42200000000001,0.0,1
2388,49.640000000000065,91.41200000000002,0.0,1
2389,50.34800000000004,90.154,6.0,1
2390,49.664000000000065,91.56400000000002,0.0,1
2391,49.65200000000005,91.42600000000002,0.0,1
2392,49.62800000000005,91.41600000000004,0.0,1
2393,50.13800000000002,86.65900000000002,0.0,1
2394,49.70000000000002,91.99800000000003,0.0,1
2395,49.636000000000045,91.41800000000003,0.0,1
2396,49.66800000000006,91.734,0.0,1
2397,49.67200000000007,91.71600000000002,0.0,1
2398,49.64400000000005,91.42200000000001,0.0,1
2399,49.660000000000046,91.58,0.0,1
2400,49.664000000000065,91.56400000000002,0.0,1
2401,50.244000000000035,89.00200000000002,6.0,1
2402,49.62800000000005,91.41800000000003,0.0,1
2403,49.41600000000005,90.02000000000004,0.0,1
2404,49.40000000000005,90.16800000000003,0.0,1
2405,49.64400000000005,91.42200000000001,0.0,1
2406,49.696000000000076,91.72,0.0,1
2407,49.800000000000104,92.5,0.0,1
2408,49.660000000000046,91.58,0.0,1
2409,49.636000000000045,91.42200000000001,0.0,1
2410,49.62800000000005,91.41800000000003,0.0,1
2411,50.22600000000003,86.95000000000002,0.0,1
2412,49.636000000000045,91.42000000000002,0.0,1
2413,49.47200000000005,90.03400000000003,0.0,1
2414,49.660000000000046,91.58,0.0,1
2415,49.640000000000065,91.41200000000002,0.0,1
2416,49.47200000000005,90.03400000000003,0.0,1
2417,49.46400000000005,90.03400000000003,0.0,1
2418,49.79200000000011,92.346,0.0,1
2419,49.636000000000045,91.42000000000002,0.0,1
2420,49.64400000000005,91.42400000000002,0.0,1
2421,49.64400000000005,91.42400000000002,0.0,1
2422,50.34800000000004,90.154,6.0,1
2423,49.636000000000045,91.41800000000003,0.0,1
2424,49.696000000000076,91.72,0.0,1
2425,49.26000000000001,80.07700000000007,0.0,1
2426,49.64400000000005,91.42600000000002,0.0,1
2427,49.676000000000066,91.73600000000002,0.0,1
2428,50.22600000000003,86.95000000000002,0.0,1
2429,49.65200000000005,91.42600000000002,0.0,1
2430,49.70400000000008,91.72,0.0,1
2431,49.676000000000066,91.73600000000002,0.0,1
2432,49.70400000000008,91.72,0.0,1
2433,49.636000000000045,91.42000000000002,0.0,1
2434,49.392000000000046,90.16800000000003,0.0,1
2435,49.62800000000005,91.41800000000003,0.0,1
2436,49.640000000000065,91.41200000000002,0.0,1
2437,49.70400000000008,91.72,0.0,1
2438,49.680000000000064,91.72,0.0,1
2439,49.64400000000005,91.42600000000002,0.0,1
2440,49.392000000000046,90.16800000000003,0.0,1
2441,49.696000000000076,91.72,0.0,1
2442,49.44000000000005,90.17800000000004,0.0,1
2443,49.65200000000005,91.42600000000002,0.0,1
2444,50.16600000000002,86.48800000000001,0.0,1
2445,49.62800000000005,91.41600000000004,0.0,1
2446,49.636000000000045,91.42200000000001,0.0,1
2447,49.65200000000005,91.428,0.0,1
2448,49.636000000000045,91.42200000000001,0.0,1
2449,49.62800000000005,91.41600000000004,0.0,1
2450,50.22600000000003,86.79800000000004,0.0,1
2451,49.636000000000045,91.42000000000002,0.0,1
2452,49.40000000000005,90.16800000000003,0.0,1
2453,49.40000000000005,90.16800000000003,0.0,1
2454,49.47200000000005,90.03400000000003,0.0,1
2455,49.636000000000045,91.42000000000002,0.0,1
2456,49.65200000000005,91.42600000000002,0.0,1
2457,49.40000000000005,90.16800000000003,0.0,1
2458,50.19600000000002,87.59,0.0,1
2459,49.636000000000045,91.42000000000002,0.0,1
2460,49.692000000000036,91.99600000000002,0.0,1
2461,49.64400000000005,91.42200000000001,0.0,1
2462,49.660000000000046,91.58,0.0,1
2463,49.64400000000005,91.42400000000002,0.0,1
2464,50.12800000000002,85.89900000000003,0.0,1
2465,49.424000000000035,90.17400000000004,0.0,1
2466,49.676000000000066,91.73600000000002,0.0,1
2467,49.676000000000066,91.73600000000002,0.0,1
2468,49.696000000000076,91.72,0.0,1
2469,49.676000000000066,91.73600000000002,0.0,1
2470,49.636000000000045,91.42200000000001,0.0,1
2471,49.660000000000046,91.58,0.0,1
2472,49.65200000000005,91.42600000000002,0.0,1
2473,49.664000000000065,91.56400000000002,0.0,1
2474,49.424000000000035,90.17400000000004,0.0,1
2475,49.62800000000005,91.41800000000003,0.0,1
2476,49.688000000000066,91.72,0.0,1
2477,49.640000000000065,91.41200000000002,0.0,1
2478,49.65200000000005,91.42600000000002,0.0,1
2479,49.40000000000005,90.17000000000004,0.0,1
2480,50.19600000000002,87.59,0.0,1
2481,49.41600000000005,90.02000000000004,0.0,1
2482,49.432000000000045,90.17400000000004,0.0,1
2483,49.636000000000045,91.42000000000002,0.0,1
2484,49.696000000000076,91.72,0.0,1
2485,49.65200000000005,91.42600000000002,0.0,1
2486,49.46800000000003,90.45400000000004,0.0,1
2487,49.65200000000005,91.428,0.0,1
2488,49.44000000000005,90.17800000000004,0.0,1
2489,49.636000000000045,91.41800000000003,0.0,1
2490,49.636000000000045,91.42000000000002,0.0,1
2491,49.47200000000005,90.03400000000003,0.0,1
2492,49.64400000000005,91.42200000000001,0.0,1
2493,49.63200000000007,91.41200000000002,0.0,1
2494,49.424000000000035,90.17400000000004,0.0,1
2495,49.636000000000045,91.42000000000002,0.0,1
2496,49.70000000000002,91.99800000000003,0.0,1
2497,49.640000000000065,91.432,0.0,1
2498,49.65200000000005,91.42600000000002,0.0,1
2499,50.20000000000004,90.117,0.0,1
2500,49.73800000000003,92.00400000000002,0.0,1
2501,49.800000000000104,92.5,0.0,1
2502,50.332000000000036,89.12200000000001,6.0,1
2503,49.26000000000001,80.07700000000007,0.0,1
2504,49.70000000000002,91.99600000000002,0.0,1
2505,49.64400000000005,91.42600000000002,0.0,1
2506,49.636000000000045,91.41800000000003,0.0,1
2507,49.01600000000001,78.21200000000012,0.0,1
2508,49.660000000000046,91.58,0.0,1
2509,49.40800000000005,90.17000000000004,0.0,1
2510,49.636000000000045,91.42200000000001,0.0,1
2511,49.70400000000008,91.72,0.0,1
2512,49.640000000000065,91.41200000000002,0.0,1
2513,49.696000000000076,91.72,0.0,1
2514,49.624000000000066,91.56000000000004,0.0,1
2515,49.688000000000066,91.72,0.0,1
2516,49.624000000000066,91.56000000000004,0.0,1
2517,49.696000000000076,91.72,0.0,1
2518,49.65200000000005,91.428,0.0,1
2519,49.41600000000005,90.02200000000003,0.0,1
2520,49.64400000000005,91.42200000000001,0.0,1
2521,49.432000000000045,90.17400000000004,0.0,1
2522,49.66800000000006,91.734,0.0,1
2523,49.75600000000002,84.25000000000004,5.0,1
2524,49.384000000000036,90.31400000000002,0.0,1
2525,49.636000000000045,91.41800000000003,0.0,1
2526,49.424000000000035,90.17400000000004,0.0,1
2527,49.696000000000076,91.72,0.0,1
2528,49.65200000000005,91.42600000000002,0.0,1
2529,49.40800000000005,90.17000000000004,0.0,1
2530,49.64400000000005,91.42400000000002,0.0,1
2531,49.676000000000066,91.73600000000002,0.0,1
2532,49.688000000000066,91.72,0.0,1
2533,49.640000000000065,91.41200000000002,0.0,1
2534,49.424000000000035,90.17400000000004,0.0,1
2535,49.62800000000005,91.41600000000004,0.0,1
2536,49.46800000000003,90.45600000000002,0.0,1
2537,49.636000000000045,91.42200000000001,0.0,1
2538,49.636000000000045,91.42000000000002,0.0,1
2539,49.636000000000045,91.42200000000001,0.0,1
2540,49.04600000000001,78.51600000000012,0.0,1
2541,49.65200000000005,91.42600000000002,0.0,1
2542,49.62800000000005,91.41600000000004,0.0,1
2543,49.62800000000005,91.41800000000003,0.0,1
2544,49.636000000000045,91.41800000000003,0.0,1
2545,49.696000000000076,91.72,0.0,1
2546,49.62800000000005,91.41600000000004,0.0,1
2547,49.62800000000005,91.41600000000004,0.0,1
2548,49.636000000000045,91.42200000000001,0.0,1
2549,49.64400000000005,91.42400000000002,0.0,1
2550,49.432000000000045,90.17400000000004,0.0,1
2551,49.636000000000045,91.42200000000001,0.0,1
2552,49.47600000000003,90.46000000000004,0.0,1
2553,49.70400000000008,91.72,0.0,1
2554,49.64400000000005,91.42400000000002,0.0,1
2555,49.664000000000065,91.56400000000002,0.0,1
2556,49.636000000000045,91.42200000000001,0.0,1
2557,49.64400000000005,91.42200000000001,0.0,1
2558,49.424000000000035,90.17400000000004,0.0,1
2559,49.65200000000005,91.428,0.0,1
2560,49.44000000000005,90.17800000000004,0.0,1
2561,49.70400000000008,91.72,0.0,1
2562,50.26200000000005,91.06200000000001,6.0,1
2563,49.676000000000066,91.73600000000002,0.0,1
2564,49.64400000000005,91.42600000000002,0.0,1
2565,49.636000000000045,91.42200000000001,0.0,1
2566,49.44000000000005,90.18000000000004,0.0,1
2567,49.432000000000045,90.17600000000002,0.0,1
2568,49.636000000000045,91.42000000000002,0.0,1
2569,49.62800000000005,91.41800000000003,0.0,1
2570,49.75600000000002,84.25000000000004,0.0,1
2571,49.640000000000065,91.41200000000002,0.0,1
2572,49.640000000000065,91.41200000000002,0.0,1
2573,49.44000000000005,90.17800000000004,0.0,1
2574,50.244000000000035,89.00200000000002,6.0,1
2575,49.696000000000076,91.72,0.0,1
2576,49.44000000000005,90.17800000000004,0.0,1
2577,49.636000000000045,91.42000000000002,0.0,1
2578,49.696000000000076,91.72,0.0,1
2579,49.424000000000035,90.17400000000004,0.0,1
2580,49.63200000000007,91.56200000000004,0.0,1
2581,49.64400000000005,91.42600000000002,0.0,1
2582,49.636000000000045,91.42000000000002,0.0,1
2583,49.688000000000066,91.72,0.0,1
2584,49.640000000000065,91.41200000000002,0.0,1
2585,49.70000000000002,91.99800000000003,0.0,1
2586,50.07600000000005,92.177,0.0,1
2587,49.65200000000005,91.42600000000002,0.0,1
2588,49.40000000000005,90.17000000000004,0.0,1
2589,49.424000000000035,90.17400000000004,0.0,1
2590,49.44000000000005,90.18000000000004,0.0,1
2591,49.44000000000005,90.17800000000004,0.0,1
2592,49.640000000000065,91.41200000000002,0.0,1
2593,49.62800000000005,91.41800000000003,0.0,1
2594,49.624000000000066,91.56000000000004,0.0,1
2595,49.73800000000003,92.00400000000002,0.0,1
2596,49.62800000000005,91.41600000000004,0.0,1
2597,49.40000000000005,90.16800000000003,0.0,1
2598,49.65200000000005,91.42600000000002,0.0,1
2599,49.44000000000005,90.17800000000004,0.0,1
2600,49.62800000000005,91.41600000000004,0.0,1
2601,49.696000000000076,91.72,0.0,1
2602,49.70000000000002,91.99800000000003,0.0,1
2603,49.688000000000066,91.72,0.0,1
2604,49.432000000000045,90.17400000000004,0.0,1
2605,49.70000000000002,91.99800000000003,0.0,1
2606,49.47200000000005,90.03400000000003,0.0,1
2607,50.20600000000004,89.946,0.0,1
2608,49.688000000000066,91.72,0.0,1
2609,49.40800000000005,90.17000000000004,0.0,1
2610,49.64400000000005,91.42400000000002,0.0,1
2611,49.70400000000008,91.72,0.0,1
2612,49.636000000000045,91.41800000000003,0.0,1
2613,49.62800000000005,91.41600000000004,0.0,1
2614,49.64400000000005,91.42400000000002,0.0,1
2615,49.64400000000005,91.42400000000002,0.0,1
2616,49.696000000000076,91.72,0.0,1
2617,49.64400000000005,91.42600000000002,0.0,1
2618,49.918000000000035,92.462,0.0,1
2619,49.384000000000036,90.31400000000002,0.0,1
2620,49.636000000000045,91.42200000000001,0.0,1
2621,49.696000000000076,91.72,0.0,1
2622,50.253000000000036,87.72900000000001,6.0,1
2623,49.62800000000005,91.41600000000004,0.0,1
2624,49.424000000000035,90.17400000000004,0.0,1
2625,49.786000000000016,83.97300000000004,0.0,1
2626,49.64400000000005,91.42600000000002,0.0,1
2627,49.636000000000045,91.42200000000001,0.0,1
2628,49.84000000000001,84.41000000000005,0.0,1
2629,49.664000000000065,91.56400000000002,0.0,1
2630,49.636000000000045,91.42000000000002,0.0,1
2631,49.65200000000005,91.42600000000002,0.0,1
2632,49.62800000000005,91.41600000000004,0.0,1
2633,49.64400000000005,91.42200000000001,0.0,1
2634,49.40000000000005,90.16800000000003,0.0,1
2635,49.91000000000002,92.46000000000002,0.0,1
2636,49.65200000000005,91.42600000000002,0.0,1
2637,49.44000000000005,90.17800000000004,0.0,1
2638,49.64400000000005,91.42600000000002,0.0,1
2639,49.636000000000045,91.42000000000002,0.0,1
2640,49.64400000000005,91.42200000000001,0.0,1
2641,49.65200000000005,91.42600000000002,0.0,1
2642,49.62800000000005,91.41600000000004,0.0,1
2643,49.636000000000045,91.42000000000002,0.0,1
2644,49.01600000000001,78.21200000000012,0.0,1
2645,49.640000000000065,91.41200000000002,0.0,1
2646,49.680000000000064,91.72,0.0,1
2647,49.04600000000001,78.36400000000012,0.0,1
2648,50.21800000000004,89.12900000000002,0.0,1
2649,49.47200000000005,90.03400000000003,0.0,1
2650,49.640000000000065,91.41200000000002,0.0,1
2651,49.636000000000045,91.42000000000002,0.0,1
2652,50.253000000000036,88.20400000000002,6.0,1
2653,49.46400000000005,90.03400000000003,0.0,1
2654,49.636000000000045,91.42200000000001,0.0,1
2655,49.75600000000002,83.94600000000004,5.0,1
2656,49.65200000000005,91.42600000000002,0.0,1
2657,49.70600000000007,91.56900000000002,0.0,1
